UUID,External ID,Title,Subtitle,Creators,Creation Date,Publisher,Source URL,Collections,Tags,Status,Created At,Updated At
0058a42ce0534fd1b979588bd5ccab05,H0241F-XML-ENG,Planning Maternity or Paternity Leave: A Professional’s Guide,,Rebecca Knight,2015-05-29T14:00:38Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1903:work-life balance, 3982:health, 391663:career transitions, 391712:health and behavioral science, 105790:professional transitions, 414641:working mothers, 109980:digital article, 402374:work-life balance, 232363:best practice",Ready,2026-05-21 20:17:12,2026-05-25 15:16:18
7f45c7ede0ee43d9855bc9f9e1021733,76407-XML-ENG,Planning on the Left Side and Managing on the Right,,Henry Mintzberg,1976-07-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391783:strategic planning, 391670:creativity, 2083:strategic planning, 110000:magazine article, 1981:organizational culture, 1779:creativity, 391555:organizational culture",Ready,2026-05-21 14:57:56,2026-05-22 19:23:33
d84129cd937345b790e910285dd52ecf,85414-XML-ENG,Planning with People in Mind,,D. Quinn Mills,1985-07-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391555:organizational culture, 110000:magazine article, 2083:strategic planning, 1778:human resource management, 391783:strategic planning, 391490:human resource management, 391575:organizational restructuring, 1981:organizational culture, 1670:organizational structure, import-notice:import notice, missing-image:missing image",Ready,2026-05-21 15:01:21,2026-05-22 19:26:10
ef4a513f112c4d2ba6b8a2879bd942dc,H02UFU-XML-ENG,Planning Your Post-Retirement Career,,Dorie Clark,2016-04-28T15:00:22Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","1792:career planning, 105790:professional transitions, 1337:retirement, 391661:career planning, 391663:career transitions, 391664:retirement planning, commissioned:commissioned, special-series_career-transitions:special series_career transitions, 109980:digital article",Ready,2026-07-31 20:24:58,2026-07-31 20:47:09
1077b0e5d60644bbb743f1ca4794f8c7,F1309D-XML-ENG,Plantations Practiced Modern Management,,Caitlin Rosenthal,2013-09-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","110000:magazine article, 1059:accounting, 1384:business history, 391409:accounting, 391173:business history",Ready,2026-07-31 18:46:43,2026-07-31 19:09:21
3d13422a72d94047875cc653d86b6b58,H008X5-XML-ENG,Planting Entrepreneurial Innovation in Inner Cities,,Daniel Isenberg,2012-06-05T14:00:30Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1565:innovation, 1545:entrepreneurship, 5907:government, 391272:entrepreneurship, 391185:government, 391378:innovation, 109980:digital article",Ready,2026-05-21 19:16:00,2026-05-22 20:50:16
9bacb31ddb1b44d3a6d24eb43b65b79f,89410-XML-ENG,Planting for a Global Harvest,,Kenichi Ohmae,1989-07-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391539:operations strategy, 391575:organizational restructuring, 110000:magazine article, 1670:organizational structure, 395116:managing people, 391522:international business, 9161:managing people, 1514:international business, 1590:operations management, 1981:organizational culture, 391555:organizational culture",Ready,2026-07-31 18:37:16,2026-07-31 19:05:14
8e66b1060ef14eaea06b66617547394b,H02LCX-XML-ENG,Plan Your Professional Development for the Year,,Dorie Clark,2016-01-07T15:00:48Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","1792:career planning, 391661:career planning, special-series_improving-yourself:special series_improving yourself, 109980:digital article",Ready,2026-07-31 20:22:47,2026-07-31 20:45:52
5ef3431228164510998051814bd92b3a,H050K7-XML-ENG,Platforms and Blockchain Will Transform Logistics,,"Sangeet Paul Choudary, Marshall W. Van Alstyne, Geoffrey G. Parker",2019-06-19T12:25:43Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391807:technology and analytics, international-author:international author, 105801:operations, 1590:operations management, 105806:manufacturing, 8292:transportation, 31307:supply chain, 1585:technology, 391534:operations and supply chain management, 391539:operations strategy, 391548:supply chain management, 391820:blockchain, 416748:fabrication and manufacturing, 361902:transportation and distribution, 109980:digital article",Ready,2026-08-03 14:05:06,2026-08-03 14:31:06
b037d81d146e4a258dbadf537fb4f193,H070TS-XML-ENG,Platforms Need to Work with Their Users – Not Against Them,,"Ethan Bueno de Mesquita, Andrew Hall",2022-05-04T12:05:11Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391837:web-based technologies, 391841:online communities, 391820:blockchain, new-author:new author, 109980:digital article",Ready,2026-05-22 18:43:14,2026-05-22 18:43:30
e3c541220be548aa99f7edc679dc6db8,F0304B-XML-ENG,Playing Games with Customers,,"Keith Ferrazzi, Jane Chen, Zhan Li",2003-04-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","2010:marketing, 2114:design, 1565:innovation, 391378:innovation, 391616:marketing, 391379:design thinking, 110000:magazine article",Ready,2026-05-21 15:13:42,2026-05-22 19:39:12
dd04220cf1cf4dccbf5718ac5284d4c2,H00DTY-XML-ENG,Playing It Safe Is Riskier than You Think,,Bill Taylor,2013-09-17T13:00:37Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391385:leadership, 391772:risk management, 109980:digital article, 1743:risk management, 391749:change management, 1575:change management, 1571:leadership",Ready,2026-05-21 19:33:49,2026-05-25 14:26:22
45ca548c8ab34b0e9f45faf5854b1b3c,H03W65-XML-ENG,Playing Office Politics Without Selling Your Soul,,"Robert B. (Rob) Kaiser, Tomas Chamorro-Premuzic, Derek Lusk",2017-09-14T16:00:34Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","109980:digital article, special-series_office-politics-2017:special series_office politics 2017, 1012:influence, 391393:power and influence, 391652:office politics, commissioned:commissioned, new-author:new author",Ready,2026-07-31 20:34:19,2026-07-31 20:52:37
46060b00f5314be890a9c3990532c2d0,R0901B-XML-ENG,Playing to the Back Row,,Julia Kirby,2009-01-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1571:leadership, 8672:leading teams, 391436:leading teams, 361894:media, entertainment, and professional sports, 391385:leadership, 105799:arts & culture, 110000:magazine article",Ready,2026-05-22 19:13:11,2026-05-22 19:13:28
2c07b4e496b34286a08edc89592badbc,R1201P-XML-ENG,"Play It Safe at Home, or Take a Risk Abroad?",,Michael Chu,2012-01-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","import-notice:import notice, missing-image:missing image, 110000:magazine article, 1183:decision making, 1514:international business, 5947:growth strategy, 1743:risk management, 391767:decision making and problem solving, 391772:risk management, 391522:international business, 391758:growth strategy",Ready,2026-08-03 15:48:56,2026-08-03 16:23:51
57b5e6e536ec49928715231ca3884241,H003AB-XML-ENG,Play the Game You Know You Can Win,,Peter Bregman,2009-06-02T18:31:47Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","7697:strategy, 9162:managing yourself, 109980:digital article, 391735:strategy, 391656:managing yourself",Ready,2026-05-21 15:45:30,2026-05-22 20:03:52
6db5f3bbe5cc4dd8b0e79395217d4b0b,F0512G-XML-ENG,Play to Win,,Leigh Buchanan,2005-12-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","105792:workspaces, 391433:collaboration and teams, 391767:decision making and problem solving, 110000:magazine article, 1012:influence, 1183:decision making, 391393:power and influence, 105806:manufacturing, 416748:fabrication and manufacturing, 1639:knowledge management, 1919:hiring, 3089:collaboration, 391508:hiring and recruitment, 391655:workspaces design",Ready,2026-05-21 15:16:30,2026-05-22 19:41:53
7b426320e8704ca9a6e95292950526fb,H008W8-XML-ENG,"Please, Can We All Just Stop “Innovating”?",,Bill Taylor,2012-05-30T15:33:53Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391378:innovation, 1565:innovation, 391670:creativity, 109980:digital article, 1779:creativity",Ready,2026-05-21 19:15:50,2026-05-22 20:50:06
75e206b7752146de9e1aa532e1e49eb0,H03JIR-XML-ENG,Please Don’t Hire a Chief Artificial Intelligence Officer,,Kristian J. Hammond,2017-03-29T14:00:05Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391810:analytics and data science, commissioned:commissioned, insight-center_ai-2017:insight center_ai 2017, 6519:analytics, 109980:digital article",Ready,2026-05-22 14:40:30,2026-05-25 16:09:33
80055b9af129417987085dccb6acfc9f,H00SB3-XML-ENG,Please Stop Ideating,,Tom Agan,2014-04-29T15:00:49Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391593:product development, 391378:innovation, 2109:product development, 1565:innovation, 109980:digital article",Ready,2026-05-21 19:46:19,2026-05-25 14:40:20
9d87627cd43e456d94d108d4d6d91166,H06SNC-XML-ENG,Please Stop Using These Phrases in Meetings,,Rae Ringel,2022-01-11T13:25:42Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391398:management communication, 391683:interpersonal communication, 109980:digital article, 391431:meeting management",Ready,2026-08-03 14:19:54,2026-08-03 14:39:08
f7b128e486354f8e9c216906ddc7c88d,H00845-XML-ENG,Please Touch the Merchandise,,Lawrence Williams and Joshua Ackerman,2011-12-15T16:55:32Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","2316:customers, 109980:digital article, 2022:sales, 361899:retail and consumer goods, 391605:sales and marketing, 391480:customer experience, 105832:retail & consumer goods",Ready,2026-05-21 19:05:21,2026-05-22 20:42:29
f02e87d9f99e4ea28c09fd3a8d709351,H003XL-XML-ENG,Pleasing Wall Street is a Poor Excuse for Bad Decisions,,Ed Catmull,2009-10-20T15:40:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","5907:government, 391749:change management, 391185:government, 1575:change management, 105833:technology, 109980:digital article, 416771:information technology and telecom sector",Ready,2026-05-21 15:50:15,2026-05-22 20:08:26
4b7312692f124c19bb0af3b1f1b0a1a9,F0504E-XML-ENG,Plenty of Knowledge Work to Go Around,,Robert B. Reich,2005-04-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391539:operations strategy, 110000:magazine article, 1590:operations management, 9161:managing people, 395116:managing people",Ready,2026-05-21 15:15:29,2026-05-22 19:40:54
51ecde729ed14393aac93acd48bb3e0a,F0309B-XML-ENG,Plumbing Web Connections,,"Bob Sutor, Gardiner Morse",2003-09-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","2252:business processes, 110000:magazine article, 5941:security & privacy, 391837:web-based technologies, 391826:cybersecurity and digital privacy, 32451:it, 391578:process management, 105833:technology, 2341:internet, 391528:it management, 416771:information technology and telecom sector",Ready,2026-05-21 15:14:04,2026-05-22 19:39:32
2d703d782fe64c49953ddda172053212,H001LI-XML-ENG,Point of Origin: The Role of Heritage in Team-Building,,Gill Corkindale,2007-10-15T12:50:07Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","109980:digital article, 8672:leading teams, 1981:organizational culture, 391436:leading teams, 391522:international business, 1514:international business, 391555:organizational culture",Ready,2026-05-21 15:31:11,2026-05-22 19:52:00
b55299f9de514805845feeda924bc80a,R1207M-XML-ENG,Points of Law: Unbundling Corporate Legal Services to Unlock Value,,"Danny Ertel, Mark Gordon",2012-07-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","374939:legal services industry, 110000:magazine article, 100339:regulation, 391190:government policy and regulation, 1590:operations management, 8822:business law, 391539:operations strategy, 395105:business law, 105829:law",Ready,2026-08-03 15:50:04,2026-08-03 16:24:17
883692aaf9d743f99b5127a57342ce54,H030GF-XML-ENG,"Pokémon Go, Amazon Dash, and the Future of User Interaction",,Michael Schrage,2016-07-14T17:15:06Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391807:technology and analytics, 2114:design, 1565:innovation, 1585:technology, 391379:design thinking, 391378:innovation, quick-copyedit:_quick copyedit, timely:timely, 109980:digital article",Ready,2026-05-22 14:20:16,2026-05-25 15:55:12
22fa6ce040994247838df1f19e748e3f,H0919L-XML-ENG,Policies Aren’t Enough to Retain Top Talent. You Need Systems.,,"Joseph Fuller, Matt Sigelman, Kenny Tan, Elizabeth Tan Levy",2026-01-20T13:25:56Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391517:employee retention, 391516:talent management, 391503:employee engagement, c-suite-executive:c-suite executive, mid-level-manager:mid-level manager, 391498:employee performance management, all-managers:all managers, ceo:ceo, 391490:human resource management, 391501:developing employees, 395121:onboarding, 391508:hiring and recruitment, 391491:compensation and benefits, 391518:high potential employees, 391399:management philosophy, 391407:motivating people, senior-leader:senior leader, 109980:digital article",Ready,2026-07-16 13:11:55,2026-07-17 15:40:22
e1c22a2ba4e94edbb87d9dd24300844c,H02W98-XML-ENG,Polite Ways to Decline a Meeting Invitation,,Liane Davey,2016-05-17T17:00:17Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391693:time management, 1022:meetings, 1666:time management, 391431:meeting management, special-series_meetings2016:special series_meetings2016, 109980:digital article, commissioned:commissioned",Ready,2026-05-21 20:42:03,2026-05-25 15:49:19
9fcfb675fb9a4cb99717f477c1646167,H009D2-XML-ENG,Politicians Who Deny Climate Change Cannot Be “Pro-Business”,,Andrew Winston,2012-09-07T14:25:40Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391472:sustainable business practices, 458596:climate change, 1743:risk management, 1514:international business, 6616:sustainability, 109980:digital article, 391522:international business, 391772:risk management, 395110:environmental sustainability",Ready,2026-05-21 19:19:11,2026-05-22 20:53:19
c9d60981e4f745ed93c72df552e60b6e,H03H5O-XML-ENG,“Poor Communication” Is Often a Symptom of a Different Problem,,Art Markman,2017-02-22T16:00:38Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1981:organizational culture, quick-copyedit:_quick copyedit, 109980:digital article, 1000:communication, 391555:organizational culture, 391429:business communication",Ready,2026-05-22 14:38:31,2026-05-25 16:07:52
d592052c228a4d4e92ce5317257069ae,H07V4G-XML-ENG,Poor Communication May Be Slowing Down Your Team,,Gleb Tsipursky,2023-10-18T19:00:08Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","366376:advice, 420917:ascend, 391436:leading teams, 391429:business communication, 479934:early career, 391398:management communication, ascend:ascend, tip:tip",Ready,2026-07-16 12:45:17,2026-07-17 15:25:58
5ca04c18d51c43319dffd25ac60a8cd2,H00A4T-XML-ENG,Pope Benedict XVI and the Leadership Issue No One Wants to Talk About,,Gretchen Gavett,2013-02-11T22:27:24Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1571:leadership, 109980:digital article, 391385:leadership",Ready,2026-05-21 19:25:54,2026-05-22 20:59:37
d9afe2cbf881436aa5e1161d3f535a90,81510-XML-ENG,Portfolio Approach to Information Systems,,F. Warren McFarlan,1981-09-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1731:project management, 1743:risk management, 32451:it, 391772:risk management, import-notice:import notice, 391588:project management, 391528:it management, missing-image:missing image, 110000:magazine article",Ready,2026-05-21 14:59:49,2026-05-22 19:24:51
83579790cb7a4d93a932c2b6515d292a,H008KE-XML-ENG,Position Yourself for a Stretch Assignment,,Claudio Fernández-Aráoz,2012-03-27T15:37:29Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","109980:digital article, 1792:career planning, 105791:job search, 391656:managing yourself, 9162:managing yourself, 391661:career planning, 391666:job search",Ready,2026-07-31 19:36:55,2026-07-31 19:58:58
124dfa3c4cf642dcb1a5d14e405339e4,R1201G-XML-ENG,Positive Intelligence,,Shawn Achor,2012-01-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","import-notice:import notice, 1730:productivity, 1787:psychology, 9162:managing yourself, 391691:personal productivity, 406170:psychology, 391656:managing yourself, missing-image:missing image, 110000:magazine article",Ready,2026-08-03 15:48:37,2026-08-03 16:23:48
9e639d6d91924e7698365da78172b5b6,63609-XML-ENG,Positive Program for Performance Appraisal,,"Alva F. Kindall, James Gatza",1963-11-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1382:performance measurement, 8635:assessing performance, 391817:performance indicators, 391498:employee performance management, 110000:magazine article",Ready,2026-05-21 14:56:30,2026-05-22 19:22:08
3176349ef96049cd8071a0cdd07e85d5,H01Y66-XML-ENG,Positive Teams Are More Productive,,Emma Seppälä,2015-03-18T14:00:30Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1981:organizational culture, 391555:organizational culture, 391436:leading teams, 109980:digital article, 8672:leading teams, 406170:psychology, 1787:psychology, 1730:productivity, 391691:personal productivity",Ready,2026-05-21 20:11:51,2026-05-25 15:10:00
7a4bbf4f96c24dffb83e029c4d9d4f4c,H008CB-XML-ENG,"Post-Financial Crisis, a New Generation’s Views on Money",,Tammy Erickson,2012-03-29T18:08:35Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391210:age and generational issues, 109980:digital article, 9159:generational issues, 391255:financial crisis",Ready,2026-05-21 19:11:25,2026-05-22 20:46:04
81188bc75e19465f9d39bcb2a77891af,H08APW-XML-ENG,Post-Vacation Blues? Here’s How to Cope.,,Rebecca Knight,2024-07-09T13:27:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391716:health and wellness, 391709:time off, 402374:work-life balance, 391724:wellness, 109980:digital article, 391656:managing yourself, 391728:stress management, tip:tip",Ready,2026-07-16 12:57:36,2026-07-17 15:32:40
b974857126aa4985b1ee4c7c805062da,70313-XML-ENG,Power and Politics in Organizational Life,,Abraham Zaleznik,1970-05-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391204:politics, 1981:organizational culture, 110000:magazine article, 5907:government, 391393:power and influence, import-notice:import notice, 391555:organizational culture, missing-image:missing image, taxo2021:taxo2021, 1012:influence",Ready,2026-05-21 14:57:05,2026-05-22 19:22:42
70ff823adb3d442889697dc8dfef2a0e,H04679-XML-ENG,Power Can Corrupt Leaders. Compassion Can Save Them,,"Rasmus Hougaard, Jacqueline Carter, Louise Chester",2018-02-15T14:00:40Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","new-author:new author, 109980:digital article, international-author:international author, 391385:leadership, 391656:managing yourself, proofread:_proofread, 1571:leadership, 9162:managing yourself",Ready,2026-07-31 20:36:56,2026-07-31 20:54:00
9bf186a14dad4ee7a7cb36abcbe9835e,F1304E-XML-ENG,"Power, Capriciousness, and Consequences",,Jeffrey Pfeffer,2013-04-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391393:power and influence, 1981:organizational culture, 1571:leadership, 1012:influence, 391555:organizational culture, 391385:leadership, 110000:magazine article",Ready,2026-07-31 18:46:18,2026-07-31 19:09:06
44054f58aa1e478bafd4cf7d413c3ff4,77409-XML-ENG,"Power, Dependence, and Effective Management",,John P. Kotter,1977-07-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","missing-image:missing image, 1012:influence, 9161:managing people, 391393:power and influence, 395116:managing people, import-notice:import notice, 110000:magazine article",Ready,2026-07-31 18:35:02,2026-07-31 19:04:22
4b6af41646cb4cfea55cb7eafb1507b8,79403-XML-ENG,Power Failure in Management Circuits,,Rosabeth Moss Kanter,1979-07-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","1000:communication, 1012:influence, 110000:magazine article, 391429:business communication, 391393:power and influence, import-notice:import notice, missing-image:missing image",Ready,2026-07-31 18:35:08,2026-07-31 19:04:25
441522be402f4527a90980cb3f12df15,H02Q7H-XML-ENG,Powerful People React More Unethically to Incentives,,JM Olejarz,2016-03-09T14:00:28Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391407:motivating people, 105784:motivating people, 395104:business ethics, research:research, 109980:digital article, full-copyedit:_full copyedit, editor-written:editor-written, 391491:compensation and benefits, 1806:compensation, 105793:ethics, chart:chart",Ready,2026-05-21 20:37:38,2026-05-25 15:45:23
941fe394bb8f444eaca9772cf9358c4d,H02OHD-XML-ENG,Powerful People Underperform When They Work Together,,"Angus Hildreth, Cameron Anderson",2016-02-24T13:05:11Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391385:leadership, 1571:leadership, 1730:productivity, 109980:digital article, 391691:personal productivity, chart:chart, 3089:collaboration, new-author:new author, 391433:collaboration and teams",Ready,2026-05-21 20:33:37,2026-05-25 15:42:14
1a41f50ab64d4f869e52c049f55c8934,S24041-XML-ENG,"Power, Influence, and CEO Succession",,"Dan Ciampa, Adam Bryant",2024-07-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391703:persuasion, 406004:spotlight, import-notice:import notice, 391393:power and influence, 391391:leadership transitions, 391453:boards, 391652:office politics, 391392:leadership vision, invalid-note:invalid note, 110000:magazine article, 391476:succession planning",Ready,2026-07-16 13:26:55,2026-07-17 15:47:35
e6a2f1f50ace4a938efa3af4432042d1,R0301J-XML-ENG,Power Is the Great Motivator,,"David C. McClelland, David H. Burnham",2003-01-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391407:motivating people, import-notice:import notice, 391393:power and influence, 110000:magazine article, 9161:managing people, 1571:leadership, 1012:influence, 105784:motivating people, 395116:managing people, 391385:leadership, missing-image:missing image",Ready,2026-08-03 15:09:46,2026-08-03 15:29:15
65021726f3d7416791e805ace7e39aab,R1007G-XML-ENG,Power Play,,Jeffrey Pfeffer,2010-07-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391393:power and influence, 391656:managing yourself, 391555:organizational culture, 391735:strategy, 391789:strategy execution, 110000:magazine article, missing-image:missing image, 1981:organizational culture, 32382:strategy execution, 1012:influence, 105789:informal leadership, 9162:managing yourself, 7697:strategy, import-notice:import notice",Ready,2026-08-03 15:44:48,2026-08-03 16:22:17
1741fd5cbc2240cb99166a4781da5051,H0091G-XML-ENG,Power Play Strategies for Women,,Lauren Stiller Rikleen,2012-07-02T16:00:04Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","109980:digital article, 1571:leadership, 9162:managing yourself, 391385:leadership, 391656:managing yourself",Ready,2026-05-21 19:16:52,2026-05-22 20:51:06
4ba58c6adc2a4a3294c7642cd0da73db,H005EK-XML-ENG,"PowerPoint Is Evil, Redux",,David Silverman,2010-04-28T13:04:57Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391429:business communication, 1000:communication, 32204:presentations, 391432:presentation skills, 109980:digital article",Ready,2026-05-21 18:35:34,2026-05-22 20:16:32
c577a3c380dd44a690bef3467054604a,H06CNU-XML-ENG,Power Sharing Can Change Corporations for the Better,,"Julie Battilana, Tiziana Casciaro",2021-05-13T18:02:37Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391468:corporate social responsibility, 1382:performance measurement, 391452:corporate governance, 3940:social responsibility, 109980:digital article, 232362:big idea, 1608:corporate governance, 391817:performance indicators",Ready,2026-05-22 18:22:00,2026-05-22 18:22:19
6f3a88733bab477491c58a6bd6289abd,H00AUW-XML-ENG,Practical Tips for Overcoming Resistance,,Mark Goulston,2013-07-01T14:00:11Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391393:power and influence, 1012:influence, 1000:communication, 391429:business communication, 109980:digital article",Ready,2026-05-21 19:31:27,2026-05-25 14:23:33
51c54cf75e9f4bc2bd38f7d56ad49298,H07HKZ-XML-ENG,Practice Empathy as a Team,,"Christine Porath, Adrienne Boissy",2023-02-10T13:15:56Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391503:employee engagement, 391407:motivating people, 391383:leadership and managing people, 109980:digital article",Ready,2026-05-22 18:58:18,2026-05-22 18:58:34
3cd7a05db9a149adb6fca2f731ba337a,H02O7T-XML-ENG,Practice for Tough Situations as You’d Practice a Sport,,Andy Molinsky,2016-02-18T15:00:34Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","3878:difficult conversations, 391656:managing yourself, 109980:digital article, 9162:managing yourself, 391728:stress management, 1917:stress, 391684:difficult conversations",Ready,2026-05-21 20:33:25,2026-05-25 15:42:01
d1df03befdd140669c6f33a321848773,F1204D-XML-ENG,Practicing in Dreams Can Improve Your Performance,,Daniel Erlacher,2012-04-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391501:developing employees, 391656:managing yourself, 8642:developing employees, 9162:managing yourself, 110000:magazine article",Ready,2026-05-21 15:27:45,2026-05-22 19:48:55
21b4652682954847a64080562b18f735,H007Z4-XML-ENG,Praise Leads to Cheating?,,David Rock,2011-11-10T11:00:03Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","9162:managing yourself, 391385:leadership, 109980:digital article, 9161:managing people, 1571:leadership, 391656:managing yourself, 395116:managing people",Ready,2026-05-21 19:04:16,2026-05-22 20:41:27
2e2197a98d3749f884ccb4c2868bbddc,63504-XML-ENG,Praise Reappraised,,Richard Farson,1963-09-01T04:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","110000:magazine article, 3089:collaboration, 105784:motivating people, 391433:collaboration and teams, author-mismatch:author mismatch, 391407:motivating people, import-notice:import notice",Ready,2026-05-21 14:56:29,2026-05-22 19:22:07
0cd29ad34c4b4e6d96870dfddfdcee48,H036M7-XML-ENG,Praising Customers for Ethical Purchases Can Backfire,,"Maryam Kouchaki, Ata Jami",2016-10-06T14:00:05Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","2010:marketing, 395104:business ethics, 391616:marketing, 2316:customers, 391480:customer experience, new-author:new author, 105793:ethics, 232358:research, research:research, 109980:digital article",Ready,2026-05-22 14:25:47,2026-05-25 15:59:45
