CORE_PRODUCT_ID,AVAILABILITY_PK,ALTERNATE_ID_TYPE_1,ALTERNATE_ID_VALUE_1,ALTERNATE_ID_TYPE_2,ALTERNATE_ID_VALUE_2,TITLE,COPYRIGHT_HOLDER,AIELIGIBILITY_SET,PRODUCT_TYPE,COPYRIGHT_HOLDER_DISPLAY_NAME
5220AV,5220AV-VIF-ENG,KAL,1_vak5qd3l,,,Tell Your Story,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5221AV,5221AV-VIF-ENG,KAL,1_kfbjhdl6,,,Innovation Principles,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5224AV,5224AV-VIF-ENG,KAL,1_43ldwash,,,Empower Yourself in Times of Change,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5225AV,5225AV-VIF-ENG,KAL,1_r3tbz1zt,,,Learn to Value What Comes Naturally to You,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5226AV,5226AV-VIF-ENG,KAL,1_0s58ahwb,,,"When You Have a Plan, You Get More Done",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5233AV,5233AV-VIF-ENG,KAL,1_5xbodil3,,,Use Data to Solve Problems,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5234AV,5234AV-VIF-ENG,KAL,1_7z3esjz1,,,Your Resilience Starts with Your Values,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5235AV,5235AV-VIF-ENG,KAL,1_vfbui3fc,,,Instincts Only Get You So Far in a Crisis,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5236AV,5236AV-VIF-ENG,KAL,1_9yx8oqer,,,Plan-and Be Ready to Shift Gears,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5237AV,5237AV-VIF-ENG,KAL,1_innw9vvo,,,When Everything Feels Like a Priority ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5238AV,5238AV-VIF-ENG,KAL,1_0l2bx4sx,,,Three Rules for Communicating During a Crisis,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5239AV,5239AV-VIF-ENG,KAL,1_rkg9y4z7,,,Upgrade Your Virtual Meetings During a Crisis,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5240AV,5240AV-VIF-ENG,KAL,1_3jqw34rm,,,Stay Close to Your Team During Uncertain Times,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5241AV,5241AV-VIF-ENG,KAL,1_ew188n53,,,Trouble Connecting with Your Team? Try Stories,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5242AV,5242AV-VIF-ENG,KAL,1_dujbjbxv,,,Remain Nimble After a Crisis ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5243AV,5243AV-VIF-ENG,KAL,1_rumfht7e,,,Capture Your Team's Wisdom Through Stories,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5244AV,5244AV-VIF-ENG,KAL,1_55ok7myz,,,Engage in Activities That Make You Happy,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5245AV,5245AV-VIF-ENG,KAL,1_ol907mo0,,,Don't Let Your Doubts Hold You Back,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5246AV,5246AV-VIF-ENG,KAL,1_fz1u8mtg,,,Lean on Your Core Purpose During Challenging Times,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5247AV,5247AV-VIF-ENG,KAL,1_ai46e9ic,,,Change Along with Your Customers,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5248AV,5248AV-VIF-ENG,KAL,1_c0ybb7yk,,,Be Ready to Make a Pitch,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5249AV,5249AV-VIF-ENG,KAL,1_v34khf69,,,Be Ready for Digital Disruption,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5252AV,5252AV-VIF-ENG,KAL,1_b8f64nde,,,Three Qualities of a Connected Team,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5253AV,5253AV-VIF-ENG,KAL,1_eoj8nrvt,,,Connect with Your Team-No Matter Where They Are,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5254AV,5254AV-VIF-ENG,KAL,1_628trqed,,,The Three A's of Data,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5255AV,5255AV-VIF-ENG,KAL,1_kwu5zh7k,,,Make Sure Your Data Is Accurate-and Trustworthy,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5256AV,5256AV-VIF-ENG,KAL,1_y3iwhkll,,,Prioritize Your Digital Initiatives,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5257AV,5257AV-VIF-ENG,KAL,1_s0moy4q0,,,Turn Crisis into Opportunity,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5258AV,5258AV-VIF-ENG,KAL,1_eylk0tbe,,,Experiment with a Purpose in Mind,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5259AV,5259AV-VIF-ENG,KAL,1_p3sf9sg9,,,Change How You Think,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5260AV,5260AV-VIF-ENG,KAL,1_s76za92f,,,Make Learning Stick,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5261AV,5261AV-VIF-ENG,KAL,1_cq1c28od,,,How Successful Leaders Empower Others,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5262AV,5262AV-VIF-ENG,KAL,1_gfjoi9e1,,,What I Learned About Being a Leader,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5264AV,5264AV-VIF-ENG,KAL,1_lsjmebq6,,,Can You Lead Without Authority?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5265AV,5265AV-VIF-ENG,KAL,1_tyjfo4ue,,,Put Empathy into Action,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5266AV,5266AV-VIF-ENG,KAL,1_kzsmzdxd,,,What It Takes to Maintain Trust,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5267AV,5267AV-VIF-ENG,KAL,1_oiza97bt,,,You've Lost Your Team's Trust. What's Next,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5269AV,5269AV-VIF-ENG,KAL,1_2nrrw1yy,,,Inclusive Teams Are High Performing Ones,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5270AV,5270AV-VIF-ENG,KAL,1_d5ur4luy,,,Unite Your Team Across Distance,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5275AV,5275AV-VIF-ENG,KAL,1_3ykgw1hy,,,You Said Something Insensitive. Now What?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5283AV,5283AV-VIF-ENG,KAL,1_adsqv5j8,,,Help Others Reach Their Highest Potential,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5284AV,5284AV-VIF-ENG,KAL,1_ztugiirv,,,Finding Success in Your Digital Transformation,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5285AV,5285AV-VIF-ENG,KAL,1_031den16,,,Know People's Dreams-and Unleash Team Success,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5286AV,5286AV-VIF-ENG,KAL,1_g694mxfv,,,Data to Analyze? Start Here,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5288AV,5288AV-VIF-ENG,KAL,1_pmlais5m,,,Deal with the Dilemmas That Digital Disruption Poses,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5289AV,5289AV-VIF-ENG,KAL,1_yhs87pr4,,,Give People Autonomy and Watch Them Thrive,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5290AV,5290AV-VIF-ENG,KAL,1_9o1unz38,,,Lead Your Team to Peak Performance,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5291AV,5291AV-VIF-ENG,KAL,1_fkn3ew7l,,,Successfully Launch a New Team,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5292AV,5292AV-VIF-ENG,KAL,1_mmfg2emd,,,"Overcoming ""Dead Air"" in Your Meetings",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5293AV,5293AV-VIF-ENG,KAL,1_x8hucvpc,,,How to Build and Regain Trust,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5295AV,5295AV-VIF-ENG,KAL,1_cukhvhz5,,,Beyond Burned Out,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5296AV,5296AV-VIF-ENG,KAL,1_teujy3ic,,,When Conflict Is Constructive and When It's Not,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5297AV,5297AV-VIF-ENG,KAL,1_fzr8cdcj,,,Disagree Without Being Disagreeable,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5298AV,5298AV-VIF-ENG,KAL,1_9x9mjbaa,,,Share the Gift of Team Knowledge,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5299AV,5299AV-VIF-ENG,KAL,1_xefjs762,,,Create a Culture of Feedback on Your Team,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5301AV,5301AV-VIF-ENG,KAL,1_x74prnms,,,Three Pillars of a Great Presentation,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5302AV,5302AV-VIF-ENG,KAL,1_172t8suh,,,Consider Your Audience,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5303AV,5303AV-VIF-ENG,KAL,1_askec1mg,,,Grab Your Audience's Attention,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5304AV,5304AV-VIF-ENG,KAL,1_bs8ixhsr,,,Choose the Right Story to Tell,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5305AV,5305AV-VIF-ENG,KAL,1_xqfu2ia0,,,You Don't Have to Be a Designer to Create Good Slides,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5306AV,5306AV-VIF-ENG,KAL,1_kxd4dutf,,,Create Presentation Slides That Shine,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5307AV,5307AV-VIF-ENG,KAL,1_hxjrz4jj,,,Telling Stories with Data,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5308AV,5308AV-VIF-ENG,KAL,1_hz874s31,,,Elevate Your Presentation by Choosing Words with Impact,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5309AV,5309AV-VIF-ENG,KAL,1_trn3d2a5,,,Improve Your Presentation Through Practice,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5310AV,5310AV-VIF-ENG,KAL,1_ubrcp6lh,,,Telling Your Nerves Who's the Boss,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5311AV,5311AV-VIF-ENG,KAL,1_4b4m8a7l,,,Tips for Communicating Well During Virtual Meetings,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5312AV,5312AV-VIF-ENG,KAL,1_ux9wh7w2,,,Be Aware of Your Audience,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5313AV,5313AV-VIF-ENG,KAL,1_lgpy915b,,,A Learner Practices Her Presentation Skills,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5314AV,5314AV-VIF-ENG,KAL,1_rf34rj9p,,,Avoid Decision Traps,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5315AV,5315AV-VIF-ENG,KAL,1_47zmda5p,,,Mitigating Decision Bias,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5316AV,5316AV-VIF-ENG,KAL,1_yh5tsvo6,,,Uncovering Biases Before They Become Poor Decisions,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5317AV,5317AV-VIF-ENG,KAL,1_in3jyflo,,,Begin with Trust,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5318AV,5318AV-VIF-ENG,KAL,1_99cczmog,,,How the Trust Triangle Works,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5319AV,5319AV-VIF-ENG,KAL,1_vbq8fbay,,,Balance Your Trust Wobbles,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5320AV,5320AV-VIF-ENG,KAL,1_2p3z7fes,,, Open Opportunities by Communicating About Data,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5321AV,5321AV-VIF-ENG,KAL,1_lbhryjun,,,Telling Great Stories with Data,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5322AV,5322AV-VIF-ENG,KAL,1_ccft3tms,,,Becoming a Better Data Storyteller,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5323AV,5323AV-VIF-ENG,KAL,1_1eoi5phy,,,The Surprising Advantages of Disrupting Your Career,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5324AV,5324AV-VIF-ENG,KAL,1_b6uzoym3,,,Disrupt Your Career by Identifying Needs and Strengths ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5325AV,5325AV-VIF-ENG,KAL,1_lwzf3slb,,,Disrupt Your Career: Step Back and Let Your Strategy Emerge,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5326AV,5326AV-VIF-ENG,KAL,1_y485s3ew,,,Maximize Your Authentic Personal Impact,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5327AV,5327AV-VIF-ENG,KAL,1_c54s12so,,,How to Establish Personal Presence,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5328AV,5328AV-VIF-ENG,KAL,1_rhxo87wa,,,Developing Your Personal Presence,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5331AV,5331AV-VIF-ENG,KAL,1_hs29c9sw,,,Using Data Analysis as a Superpower,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5332AV,5332AV-VIF-ENG,KAL,1_du34qlet,,,Encourage Well-Thought-Out Risks,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5333AV,5333AV-VIF-ENG,KAL,1_ke174hz4,,,Being a Great Communicator Means Avoiding These Pitfalls,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5334AV,5334AV-VIF-ENG,KAL,1_we58h6es,,,Break Out of Your Creative Rut,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5335AV,5335AV-VIF-ENG,KAL,1_z4cuabh1,,,What You Can Do to Feel Less Lonely at Work,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5336AV,5336AV-VIF-ENG,KAL,1_rjkvyh86,,,Feedback Can Help You Do Your Best Work,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5337AV,5337AV-VIF-ENG,KAL,1_62z2hqzm,,,Get Better at Giving Feedback,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5338AV,5338AV-VIF-ENG,KAL,1_7tf28syg,,,Identify Damaging Biases,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5339AV,5339AV-VIF-ENG,KAL,1_8w5zpxb2,,,Maximize Your Communication,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5340AV,5340AV-VIF-ENG,KAL,1_elj6fpox,,,Manage Difficult Emotions,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5341AV,5341AV-VIF-ENG,KAL,1_gsxte27c,,,Foster a Productive Dialogue,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5342AV,5342AV-VIF-ENG,KAL,1_9eyr11yo,,,Develop Network Relationships,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5343AV,5343AV-VIF-ENG,KAL,1_zt9wsawy,,,Put Networks to Use,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5344AV,5344AV-VIF-ENG,KAL,1_bhew1mjg,,,Cope with a Difficult Boss,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5346AV,5346AV-VIF-ENG,KAL,1_8wjeq0jf,,,Prevent and Manage Employee Exits,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5347AV,5347AV-VIF-ENG,KAL,1_aodeggin,,,Build Your Alumni Network,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5348AV,5348AV-VIF-ENG,KAL,1_g4pndrb8,,,Rethink Job Qualifications,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5349AV,5349AV-VIF-ENG,KAL,1_rb4sit86,,,Tours of Duty,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5350AV,5350AV-VIF-ENG,KAL,1_ctq92mks,,,Make Work More Attractive for Your Team,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5351AV,5351AV-VIF-ENG,KAL,1_avwaiphw,,,"Navigating the Career ""RockWall""",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5353AV,5353AV-VIF-ENG,KAL,1_th6y1eqy,,,How Was Your First Day?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5355AV,5355AV-VIF-ENG,KAL,1_78rla59d,,,Help Team Members Reach Their Dreams,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5356AV,5356AV-VIF-ENG,KAL,1_zkwjj80a,,,The Income Statement: Tracking Profit and Loss,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5357AV,5357AV-VIF-ENG,KAL,1_xsm6u2v9,,,Add Value with Complements,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5358AV,5358AV-VIF-ENG,KAL,1_ryrh6gqh,,,How a Change in Strategy Saved Best Buy,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5359AV,5359AV-VIF-ENG,KAL,1_311x3fpb,,,What a Change in Business Model Can Do,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5360AV,5360AV-VIF-ENG,KAL,1_atu4o8ga,,,Why Gross Profit Matters,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5361AV,5361AV-VIF-ENG,KAL,1_zslhkkcf,,,Know About Business to Grow in Business,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5362AV,5362AV-VIF-ENG,KAL,1_c9fex2rt,,,Creating a Winning Business Model,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5363AV,5363AV-VIF-ENG,KAL,1_o6ky9hf5,,,Building Blocks of Business Success,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5364AV,5364AV-VIF-ENG,KAL,1_aa6os07u,,,A Tale of Two Business Models,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5365AV,5365AV-VIF-ENG,KAL,1_ubesuyms,,,Strategy: A Plan to Create Value,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5366AV,5366AV-VIF-ENG,KAL,1_v0y0n67t,,,What Can You Find on a Balance Sheet?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5367AV,5367AV-VIF-ENG,KAL,1_75tk4dlk,,,What to Know About Cash Flow,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5368AV,5368AV-VIF-ENG,KAL,1_ej1boiph,,,Level Up at Work: Understand Your Organization's Big Picture,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5369AV,5369AV-VIF-ENG,KAL,1_spowzekt,,,How to Establish Your Personal Brand,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5370AV,5370AV-VIF-ENG,KAL,1_58m9enmh,,,Good Leaders Drive Change with Authenticity ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5371AV,5371AV-VIF-ENG,KAL,1_ey785s5u,,,Change Near Customers into New Customers,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5372AV,5372AV-VIF-ENG,KAL,1_vrvgg0hh,,,Use More Than Data for Decision Making,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5373AV,5373AV-VIF-ENG,KAL,1_dnbx1egp,,,"To Keep Customers Happy, Appeal to Their Subconscious ",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5374AV,5374AV-VIF-ENG,KAL,1_tj8sx6uk,,,Turning Conflict into a Healthier Relationship,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5375AV,5375AV-VIF-ENG,KAL,1_l3vfg0f2,,,Why Conflict Can Be Good for Innovation,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5376AV,5376AV-VIF-ENG,KAL,1_59u25epq,,,A Healthy Way to Engage with Conflict,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5377AV,5377AV-VIF-ENG,KAL,1_9vqo5izi,,,Getting Ready for a Tough Conversation,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5378AV,5378AV-VIF-ENG,KAL,1_pzanqme6,,,One Key to Resolving Conflict: Open Mindedness,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5379AV,5379AV-VIF-ENG,KAL,1_39pdcqt2,,,What's Your Approach to Conflict?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5380AV,5380AV-VIF-ENG,KAL,1_l8kfnuk6,,,What Good Listening Really Sounds Like,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5381AV,5381AV-VIF-ENG,KAL,1_ah9ez2kk,,,Challenge a Hypothesis to Make a Better Decision,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5382AV,5382AV-VIF-ENG,KAL,1_6nbhr3ej,,,Help Your Team Learn from Decisions,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5383AV,5383AV-VIF-ENG,KAL,1_8vh3tyyy,,,When to Use Data to Make Decisions,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5384AV,5384AV-VIF-ENG,KAL,1_dasivoxl,,,Flawed Decision Making and How to Avoid It,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5385AV,5385AV-VIF-ENG,KAL,1_xo1uyon7,,,Cultural Diversity Leads to Better Decision Making,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5387AV,5387AV-VIF-ENG,KAL,1_qb38ykwy,,,What Decision Would You Make?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5388AV,5388AV-VIF-ENG,KAL,1_b7w0qoh4,,,How Would You Navigate This Conversation?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5389AV,5389AV-VIF-ENG,KAL,1_r9ibtsp6,,,Help Employees Discover Enjoyable Aspects of Their Work ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5390AV,5390AV-VIF-ENG,KAL,1_0yhusci3,,,The Secret to Building a Strong Team,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5393AV,5393AV-VIF-ENG,KAL,1_qe9lrxvy,,,"The ""Win-Win"" Persuasion Tactic",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5394AV,5394AV-VIF-ENG,KAL,1_83ax12fk,,,How to Excel at Both Strategy and Execution,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5395AV,5395AV-VIF-ENG,KAL,1_jl8d0qsi,,,Solve Problems with Both/And Thinking ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5396AV,5396AV-VIF-ENG,KAL,1_ptvm6ory,,,Use Privileged Insights to Stay Ahead of Competitors,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5397AV,5397AV-VIF-ENG,KAL,1_kq3pnfyk,,,Strategy Isn't Just for Executives,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5398AV,5398AV-VIF-ENG,KAL,1_lh5rvzsr,,,4 Steps of Strategic Thinking ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5399AV,5399AV-VIF-ENG,KAL,1_t9je3hgb,,,The ABCDs of Both/And Thinking,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5400AV,5400AV-VIF-ENG,KAL,1_fbuqznm8,,,Rethink How You Allocate Resources,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5401AV,5401AV-VIF-ENG,KAL,1_bl0erl6c,,,A Different Approach to Navigating Tension,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5402AV,5402AV-VIF-ENG,KAL,1_uof4gnq9,,,Managing Paradoxes Can Be Uncomfortable,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5403AV,5403AV-VIF-ENG,KAL,1_abvys3p6,,,Welcome to Conversation Starters,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5404AV,5404AV-VIF-ENG,KAL,1_kygdznsc,,,Set the Tone for Connection,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5405AV,5405AV-VIF-ENG,KAL,1_1odkgzu1,,,"Create a Bold, Safe Space for Discussion",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
5407AV,5407AV-VIF-ENG,KAL,1_jks3nn7p,,,Guess What? People Want Feedback ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
